date,day_name,month,quarter,is_weekend,is_promo_day
2024-08-29,Thursday,8,3,False,False
2024-08-30,Friday,8,3,False,True
2024-08-31,Saturday,8,3,True,False
2024-09-01,Sunday,9,3,True,False
2024-09-02,Monday,9,3,False,False
2024-09-03,Tuesday,9,3,False,True
2024-09-04,Wednesday,9,3,False,False
2024-09-05,Thursday,9,3,False,False
2024-09-06,Friday,9,3,False,True
2024-09-07,Saturday,9,3,True,False
2024-09-08,Sunday,9,3,True,False
2024-09-09,Monday,9,3,False,False
2024-09-10,Tuesday,9,3,False,False
2024-09-11,Wednesday,9,3,False,False
2024-09-12,Thursday,9,3,False,False
2024-09-13,Friday,9,3,False,False
2024-09-14,Saturday,9,3,True,False
2024-09-15,Sunday,9,3,True,False
2024-09-16,Monday,9,3,False,True
2024-09-17,Tuesday,9,3,False,False
2024-09-18,Wednesday,9,3,False,False
2024-09-19,Thursday,9,3,False,False
2024-09-20,Friday,9,3,False,False
2024-09-21,Saturday,9,3,True,False
2024-09-22,Sunday,9,3,True,False
2024-09-23,Monday,9,3,False,False
2024-09-24,Tuesday,9,3,False,False
2024-09-25,Wednesday,9,3,False,False
2024-09-26,Thursday,9,3,False,False
2024-09-27,Friday,9,3,False,False
2024-09-28,Saturday,9,3,True,False
2024-09-29,Sunday,9,3,True,False
2024-09-30,Monday,9,3,False,False
2024-10-01,Tuesday,10,4,False,False
2024-10-02,Wednesday,10,4,False,False
2024-10-03,Thursday,10,4,False,False
2024-10-04,Friday,10,4,False,False
2024-10-05,Saturday,10,4,True,False
2024-10-06,Sunday,10,4,True,False
2024-10-07,Monday,10,4,False,False
2024-10-08,Tuesday,10,4,False,False
2024-10-09,Wednesday,10,4,False,False
2024-10-10,Thursday,10,4,False,False
2024-10-11,Friday,10,4,False,False
2024-10-12,Saturday,10,4,True,False
2024-10-13,Sunday,10,4,True,False
2024-10-14,Monday,10,4,False,False
2024-10-15,Tuesday,10,4,False,False
2024-10-16,Wednesday,10,4,False,False
2024-10-17,Thursday,10,4,False,False
2024-10-18,Friday,10,4,False,False
2024-10-19,Saturday,10,4,True,False
2024-10-20,Sunday,10,4,True,False
2024-10-21,Monday,10,4,False,False
2024-10-22,Tuesday,10,4,False,False
2024-10-23,Wednesday,10,4,False,False
2024-10-24,Thursday,10,4,False,False
2024-10-25,Friday,10,4,False,False
2024-10-26,Saturday,10,4,True,False
2024-10-27,Sunday,10,4,True,False
2024-10-28,Monday,10,4,False,False
2024-10-29,Tuesday,10,4,False,True
2024-10-30,Wednesday,10,4,False,False
2024-10-31,Thursday,10,4,False,False
2024-11-01,Friday,11,4,False,False
2024-11-02,Saturday,11,4,True,False
2024-11-03,Sunday,11,4,True,False
2024-11-04,Monday,11,4,False,True
2024-11-05,Tuesday,11,4,False,False
2024-11-06,Wednesday,11,4,False,False
2024-11-07,Thursday,11,4,False,False
2024-11-08,Friday,11,4,False,False
2024-11-09,Saturday,11,4,True,False
2024-11-10,Sunday,11,4,True,False
2024-11-11,Monday,11,4,False,False
2024-11-12,Tuesday,11,4,False,False
2024-11-13,Wednesday,11,4,False,False
2024-11-14,Thursday,11,4,False,True
2024-11-15,Friday,11,4,False,False
2024-11-16,Saturday,11,4,True,False
2024-11-17,Sunday,11,4,True,False
2024-11-18,Monday,11,4,False,False
2024-11-19,Tuesday,11,4,False,False
2024-11-20,Wednesday,11,4,False,False
2024-11-21,Thursday,11,4,False,False
2024-11-22,Friday,11,4,False,False
2024-11-23,Saturday,11,4,True,False
2024-11-24,Sunday,11,4,True,False
2024-11-25,Monday,11,4,False,False
2024-11-26,Tuesday,11,4,False,False
2024-11-27,Wednesday,11,4,False,False
2024-11-28,Thursday,11,4,False,False
2024-11-29,Friday,11,4,False,False
2024-11-30,Saturday,11,4,True,False
2024-12-01,Sunday,12,4,True,False
2024-12-02,Monday,12,4,False,False
2024-12-03,Tuesday,12,4,False,False
2024-12-04,Wednesday,12,4,False,False
2024-12-05,Thursday,12,4,False,False
2024-12-06,Friday,12,4,False,False
2024-12-07,Saturday,12,4,True,False
2024-12-08,Sunday,12,4,True,False
2024-12-09,Monday,12,4,False,False
2024-12-10,Tuesday,12,4,False,False
2024-12-11,Wednesday,12,4,False,False
2024-12-12,Thursday,12,4,False,False
2024-12-13,Friday,12,4,False,False
2024-12-14,Saturday,12,4,True,True
2024-12-15,Sunday,12,4,True,False
2024-12-16,Monday,12,4,False,True
2024-12-17,Tuesday,12,4,False,False
2024-12-18,Wednesday,12,4,False,False
2024-12-19,Thursday,12,4,False,False
2024-12-20,Friday,12,4,False,False
2024-12-21,Saturday,12,4,True,False
2024-12-22,Sunday,12,4,True,True
2024-12-23,Monday,12,4,False,False
2024-12-24,Tuesday,12,4,False,False
2024-12-25,Wednesday,12,4,False,False
2024-12-26,Thursday,12,4,False,False
2024-12-27,Friday,12,4,False,False
2024-12-28,Saturday,12,4,True,False
2024-12-29,Sunday,12,4,True,False
2024-12-30,Monday,12,4,False,False
2024-12-31,Tuesday,12,4,False,False
