enrollment_id,date,present
ENR8009,2024-11-03,True
ENR8010,2025-03-08,True
ENR8010,2025-03-15,True
ENR8010,2025-03-22,True
ENR8010,2025-03-29,True
ENR8010,2025-04-05,True
ENR8010,2025-04-12,True
ENR8010,2025-04-19,True
ENR8010,2025-04-26,True
ENR8010,2025-05-03,True
ENR8011,2024-10-05,False
ENR8011,2024-10-12,True
ENR8011,2024-10-19,True
ENR8011,2024-10-26,True
ENR8011,2024-11-02,True
ENR8011,2024-11-09,True
ENR8011,2024-11-16,True
ENR8011,2024-11-23,True
ENR8011,2024-11-30,True
ENR8011,2024-12-07,True
ENR8011,2024-12-14,True
ENR8011,2024-12-21,True
ENR8011,2024-12-28,True
ENR8011,2025-01-04,True
ENR8011,2025-01-11,True
ENR8012,2025-01-16,True
ENR8012,2025-01-23,True
ENR8012,2025-01-30,True
ENR8012,2025-02-06,True
ENR8012,2025-02-13,True
ENR8012,2025-02-20,True
ENR8012,2025-02-27,False
ENR8012,2025-03-06,True
ENR8012,2025-03-13,True
ENR8012,2025-03-20,False
ENR8012,2025-03-27,True
ENR8012,2025-04-03,True
ENR8012,2025-04-10,True
ENR8013,2025-02-15,True
ENR8013,2025-02-22,True
ENR8013,2025-03-01,True
ENR8013,2025-03-08,True
ENR8013,2025-03-15,True
ENR8013,2025-03-22,True
ENR8013,2025-03-29,False
ENR8013,2025-04-05,True
ENR8013,2025-04-12,True
ENR8013,2025-04-19,True
ENR8013,2025-04-26,False
ENR8013,2025-05-03,True
ENR8013,2025-05-10,True
ENR8014,2024-12-17,True
ENR8014,2024-12-24,True
ENR8014,2024-12-31,True
ENR8014,2025-01-07,True
ENR8014,2025-01-14,True
ENR8014,2025-01-21,True
ENR8014,2025-01-28,True
ENR8014,2025-02-04,True
ENR8014,2025-02-11,True
ENR8014,2025-02-18,True
ENR8014,2025-02-25,True
ENR8014,2025-03-04,True
ENR8015,2025-01-18,True
ENR8015,2025-01-25,True
ENR8015,2025-02-01,True
ENR8015,2025-02-08,True
ENR8015,2025-02-15,True
ENR8015,2025-02-22,True
ENR8015,2025-03-01,True
ENR8015,2025-03-08,True
ENR8015,2025-03-15,True
ENR8016,2025-02-02,True
ENR8016,2025-02-09,True
ENR8016,2025-02-16,True
ENR8016,2025-02-23,True
ENR8016,2025-03-02,True
ENR8016,2025-03-09,True
ENR8016,2025-03-16,False
ENR8016,2025-03-23,True
ENR8016,2025-03-30,True
ENR8017,2025-01-25,True
ENR8017,2025-02-01,True
ENR8017,2025-02-08,False
ENR8017,2025-02-15,True
ENR8017,2025-02-22,True
ENR8017,2025-03-01,True
ENR8017,2025-03-08,True
ENR8017,2025-03-15,True
ENR8017,2025-03-22,True
ENR8017,2025-03-29,True
ENR8017,2025-04-05,True
ENR8017,2025-04-12,True
ENR8017,2025-04-19,True
ENR8018,2025-04-06,True
ENR8018,2025-04-13,True
ENR8018,2025-04-20,True
ENR8018,2025-04-27,True
ENR8018,2025-05-04,True
ENR8018,2025-05-11,False
ENR8018,2025-05-18,False
ENR8018,2025-05-25,True
ENR8018,2025-06-01,True
ENR8019,2024-10-24,True
ENR8019,2024-10-31,True
ENR8019,2024-11-07,True
ENR8019,2024-11-14,True
ENR8019,2024-11-21,True
ENR8019,2024-11-28,True
ENR8019,2024-12-05,True
ENR8019,2024-12-12,True
ENR8020,2024-09-15,True
ENR8020,2024-09-22,True
ENR8020,2024-09-29,True
ENR8020,2024-10-06,True
ENR8020,2024-10-13,True
ENR8020,2024-10-20,True
ENR8020,2024-10-27,True
ENR8020,2024-11-03,True
ENR8020,2024-11-10,True
ENR8021,2025-04-11,False
ENR8021,2025-04-18,True
ENR8021,2025-04-25,True
ENR8021,2025-05-02,True
ENR8021,2025-05-09,True
ENR8021,2025-05-16,True
ENR8021,2025-05-23,False
ENR8021,2025-05-30,True
ENR8021,2025-06-06,True
ENR8021,2025-06-13,True
ENR8021,2025-06-20,True
ENR8021,2025-06-27,True
ENR8021,2025-07-04,True
ENR8021,2025-07-11,True
ENR8022,2025-03-08,False
ENR8022,2025-03-15,True
ENR8022,2025-03-22,True
ENR8022,2025-03-29,True
ENR8022,2025-04-05,True
ENR8022,2025-04-12,True
ENR8022,2025-04-19,True
ENR8022,2025-04-26,True
ENR8022,2025-05-03,True
ENR8023,2025-04-09,True
ENR8023,2025-04-16,True
ENR8023,2025-04-23,True
ENR8023,2025-04-30,True
ENR8023,2025-05-07,True
ENR8023,2025-05-14,True
ENR8023,2025-05-21,True
ENR8023,2025-05-28,False
ENR8024,2025-01-27,True
ENR8024,2025-02-03,True
ENR8024,2025-02-10,True
ENR8024,2025-02-17,True
ENR8024,2025-02-24,True
ENR8024,2025-03-03,True
ENR8024,2025-03-10,True
ENR8024,2025-03-17,True
ENR8024,2025-03-24,False
ENR8024,2025-03-31,True
ENR8024,2025-04-07,True
ENR8024,2025-04-14,True
ENR8025,2025-06-12,True
ENR8025,2025-06-19,True
ENR8025,2025-06-26,True
ENR8025,2025-07-03,True
ENR8025,2025-07-10,True
ENR8025,2025-07-17,True
ENR8025,2025-07-24,False
ENR8025,2025-07-31,True
ENR8025,2025-08-07,True
ENR8025,2025-08-14,True
ENR8025,2025-08-21,True
ENR8025,2025-08-28,False
ENR8025,2025-09-04,True
ENR8026,2024-12-16,True
ENR8026,2024-12-23,True
ENR8026,2024-12-30,True
ENR8026,2025-01-06,True
ENR8026,2025-01-13,True
ENR8026,2025-01-20,True
ENR8026,2025-01-27,True
ENR8026,2025-02-03,True
ENR8026,2025-02-10,True
ENR8026,2025-02-17,True
ENR8026,2025-02-24,False
ENR8027,2025-05-29,True
ENR8027,2025-06-05,True
ENR8027,2025-06-12,False
ENR8027,2025-06-19,True
ENR8027,2025-06-26,True
ENR8027,2025-07-03,True
ENR8027,2025-07-10,True
ENR8027,2025-07-17,True
ENR8027,2025-07-24,True
ENR8027,2025-07-31,True
ENR8027,2025-08-07,False
ENR8028,2025-05-09,True
ENR8028,2025-05-16,True
ENR8028,2025-05-23,True
ENR8028,2025-05-30,True
ENR8028,2025-06-06,True
ENR8028,2025-06-13,True
ENR8028,2025-06-20,False
ENR8028,2025-06-27,True
ENR8029,2024-11-03,True
ENR8029,2024-11-10,True
ENR8029,2024-11-17,True
ENR8029,2024-11-24,True
ENR8029,2024-12-01,True
ENR8029,2024-12-08,False
ENR8029,2024-12-15,True
ENR8029,2024-12-22,True
ENR8029,2024-12-29,False
ENR8030,2025-05-28,True
ENR8030,2025-06-04,True
ENR8030,2025-06-11,False
ENR8030,2025-06-18,False
ENR8030,2025-06-25,False
ENR8030,2025-07-02,True
ENR8030,2025-07-09,True
ENR8030,2025-07-16,True
ENR8031,2025-02-12,True
ENR8031,2025-02-19,True
ENR8031,2025-02-26,True
ENR8031,2025-03-05,True
ENR8031,2025-03-12,False
ENR8031,2025-03-19,True
ENR8031,2025-03-26,True
ENR8031,2025-04-02,True
ENR8032,2024-10-24,False
ENR8032,2024-10-31,True
ENR8032,2024-11-07,True
ENR8032,2024-11-14,True
ENR8032,2024-11-21,True
ENR8032,2024-11-28,True
ENR8032,2024-12-05,False
ENR8032,2024-12-12,True
ENR8032,2024-12-19,True
ENR8032,2024-12-26,True
ENR8032,2025-01-02,True
ENR8032,2025-01-09,True
ENR8032,2025-01-16,True
ENR8033,2025-01-06,True
ENR8033,2025-01-13,True
ENR8033,2025-01-20,True
ENR8033,2025-01-27,True
ENR8033,2025-02-03,True
ENR8033,2025-02-10,True
ENR8033,2025-02-17,True
ENR8033,2025-02-24,True
ENR8033,2025-03-03,True
ENR8033,2025-03-10,True
ENR8033,2025-03-17,True
ENR8033,2025-03-24,True
ENR8033,2025-03-31,True
ENR8033,2025-04-07,True
ENR8033,2025-04-14,False
ENR8034,2025-03-06,False
ENR8034,2025-03-13,True
ENR8034,2025-03-20,True
ENR8034,2025-03-27,True
ENR8034,2025-04-03,True
ENR8034,2025-04-10,True
ENR8034,2025-04-17,True
ENR8034,2025-04-24,True
ENR8034,2025-05-01,True
ENR8034,2025-05-08,False
ENR8034,2025-05-15,False
ENR8034,2025-05-22,True
ENR8034,2025-05-29,True
ENR8034,2025-06-05,True
ENR8035,2025-04-01,True
ENR8035,2025-04-08,True
ENR8035,2025-04-15,True
ENR8035,2025-04-22,True
ENR8035,2025-04-29,True
ENR8035,2025-05-06,True
ENR8035,2025-05-13,False
ENR8035,2025-05-20,True
ENR8035,2025-05-27,True
ENR8036,2025-02-27,True
ENR8036,2025-03-06,True
ENR8036,2025-03-13,True
ENR8036,2025-03-20,True
ENR8036,2025-03-27,False
ENR8036,2025-04-03,True
ENR8036,2025-04-10,True
ENR8036,2025-04-17,True
ENR8036,2025-04-24,True
ENR8036,2025-05-01,True
ENR8036,2025-05-08,True
ENR8036,2025-05-15,True
ENR8036,2025-05-22,True
ENR8037,2025-01-25,True
ENR8037,2025-02-01,True
ENR8037,2025-02-08,True
ENR8037,2025-02-15,True
ENR8037,2025-02-22,True
ENR8037,2025-03-01,True
ENR8037,2025-03-08,False
ENR8037,2025-03-15,True
ENR8037,2025-03-22,True
ENR8037,2025-03-29,True
ENR8038,2025-03-03,True
ENR8038,2025-03-10,True
ENR8038,2025-03-17,True
ENR8038,2025-03-24,False
ENR8038,2025-03-31,True
ENR8038,2025-04-07,True
ENR8038,2025-04-14,True
ENR8038,2025-04-21,True
ENR8038,2025-04-28,True
ENR8038,2025-05-05,True
ENR8038,2025-05-12,True
ENR8039,2025-02-11,True
ENR8039,2025-02-18,False
ENR8039,2025-02-25,True
ENR8039,2025-03-04,True
ENR8039,2025-03-11,True
ENR8039,2025-03-18,True
ENR8039,2025-03-25,True
ENR8039,2025-04-01,True
ENR8039,2025-04-08,True
ENR8039,2025-04-15,True
ENR8040,2025-02-27,True
ENR8040,2025-03-06,True
ENR8040,2025-03-13,True
ENR8040,2025-03-20,True
ENR8040,2025-03-27,True
ENR8040,2025-04-03,True
ENR8040,2025-04-10,True
ENR8040,2025-04-17,True
ENR8040,2025-04-24,True
ENR8040,2025-05-01,True
ENR8040,2025-05-08,True
ENR8040,2025-05-15,True
ENR8040,2025-05-22,True
ENR8041,2024-12-06,True
ENR8041,2024-12-13,True
ENR8041,2024-12-20,True
ENR8041,2024-12-27,True
ENR8041,2025-01-03,True
ENR8041,2025-01-10,True
ENR8041,2025-01-17,True
ENR8041,2025-01-24,True
ENR8041,2025-01-31,True
ENR8041,2025-02-07,True
ENR8042,2025-02-15,True
ENR8042,2025-02-22,True
ENR8042,2025-03-01,True
ENR8042,2025-03-08,True
ENR8042,2025-03-15,True
ENR8042,2025-03-22,True
ENR8042,2025-03-29,False
ENR8042,2025-04-05,True
ENR8042,2025-04-12,True
ENR8042,2025-04-19,True
ENR8043,2025-02-28,True
ENR8043,2025-03-07,True
ENR8043,2025-03-14,True
ENR8043,2025-03-21,True
ENR8043,2025-03-28,True
ENR8043,2025-04-04,True
ENR8043,2025-04-11,True
ENR8043,2025-04-18,True
ENR8043,2025-04-25,True
ENR8043,2025-05-02,True
ENR8043,2025-05-09,True
ENR8043,2025-05-16,True
ENR8043,2025-05-23,True
ENR8044,2025-04-24,True
ENR8044,2025-05-01,True
ENR8044,2025-05-08,True
ENR8044,2025-05-15,True
ENR8044,2025-05-22,True
ENR8044,2025-05-29,True
ENR8044,2025-06-05,True
ENR8044,2025-06-12,True
ENR8044,2025-06-19,True
ENR8044,2025-06-26,True
ENR8044,2025-07-03,True
ENR8045,2024-12-03,True
ENR8045,2024-12-10,True
ENR8045,2024-12-17,True
ENR8045,2024-12-24,True
ENR8045,2024-12-31,True
ENR8045,2025-01-07,True
ENR8045,2025-01-14,True
ENR8045,2025-01-21,False
ENR8045,2025-01-28,True
ENR8045,2025-02-04,True
ENR8046,2025-04-11,True
ENR8046,2025-04-18,True
ENR8046,2025-04-25,True
ENR8046,2025-05-02,True
ENR8046,2025-05-09,False
ENR8046,2025-05-16,True
ENR8046,2025-05-23,True
ENR8046,2025-05-30,True
ENR8046,2025-06-06,True
ENR8046,2025-06-13,False
ENR8046,2025-06-20,True
ENR8046,2025-06-27,True
ENR8047,2024-12-20,True
ENR8047,2024-12-27,True
ENR8047,2025-01-03,True
ENR8047,2025-01-10,True
ENR8047,2025-01-17,True
ENR8047,2025-01-24,True
ENR8047,2025-01-31,False
ENR8047,2025-02-07,True
ENR8047,2025-02-14,True
ENR8048,2025-05-21,True
ENR8048,2025-05-28,True
ENR8048,2025-06-04,True
ENR8048,2025-06-11,True
ENR8048,2025-06-18,True
ENR8048,2025-06-25,True
ENR8048,2025-07-02,True
ENR8048,2025-07-09,True
ENR8048,2025-07-16,True
ENR8048,2025-07-23,True
ENR8049,2024-11-01,True
ENR8049,2024-11-08,True
ENR8049,2024-11-15,True
ENR8049,2024-11-22,True
ENR8049,2024-11-29,True
ENR8049,2024-12-06,True
ENR8049,2024-12-13,True
ENR8049,2024-12-20,True
ENR8049,2024-12-27,True
ENR8049,2025-01-03,True
ENR8049,2025-01-10,True
ENR8049,2025-01-17,False
ENR8049,2025-01-24,True
ENR8049,2025-01-31,False
ENR8049,2025-02-07,True
ENR8050,2025-04-17,False
ENR8050,2025-04-24,False
ENR8050,2025-05-01,True
ENR8050,2025-05-08,True
ENR8050,2025-05-15,False
ENR8050,2025-05-22,True
ENR8050,2025-05-29,True
ENR8050,2025-06-05,True
ENR8051,2025-04-27,True
ENR8051,2025-05-04,True
ENR8051,2025-05-11,True
ENR8051,2025-05-18,False
ENR8051,2025-05-25,True
ENR8051,2025-06-01,True
ENR8051,2025-06-08,True
ENR8051,2025-06-15,True
ENR8052,2025-05-16,True
ENR8052,2025-05-23,False
ENR8052,2025-05-30,True
ENR8052,2025-06-06,True
ENR8052,2025-06-13,True
ENR8052,2025-06-20,True
ENR8052,2025-06-27,True
ENR8052,2025-07-04,True
ENR8052,2025-07-11,True
ENR8052,2025-07-18,True
ENR8052,2025-07-25,True
ENR8052,2025-08-01,True
ENR8052,2025-08-08,True
ENR8052,2025-08-15,True
ENR8053,2025-04-02,True
ENR8053,2025-04-09,True
ENR8053,2025-04-16,True
ENR8053,2025-04-23,True
ENR8053,2025-04-30,True
ENR8053,2025-05-07,True
ENR8053,2025-05-14,True
ENR8053,2025-05-21,False
ENR8053,2025-05-28,False
ENR8053,2025-06-04,True
ENR8053,2025-06-11,True
ENR8054,2024-11-16,True
ENR8054,2024-11-23,True
ENR8054,2024-11-30,True
ENR8054,2024-12-07,True
ENR8054,2024-12-14,True
ENR8054,2024-12-21,True
ENR8054,2024-12-28,True
ENR8054,2025-01-04,True
ENR8054,2025-01-11,True
ENR8054,2025-01-18,True
ENR8055,2024-10-16,True
ENR8055,2024-10-23,True
ENR8055,2024-10-30,True
ENR8055,2024-11-06,False
ENR8055,2024-11-13,True
ENR8055,2024-11-20,True
ENR8055,2024-11-27,True
ENR8055,2024-12-04,True
ENR8055,2024-12-11,True
ENR8056,2025-05-02,True
ENR8056,2025-05-09,True
ENR8056,2025-05-16,True
ENR8056,2025-05-23,True
ENR8056,2025-05-30,True
ENR8056,2025-06-06,True
ENR8056,2025-06-13,True
ENR8056,2025-06-20,True
ENR8056,2025-06-27,True
ENR8056,2025-07-04,True
ENR8056,2025-07-11,True
ENR8056,2025-07-18,True
ENR8056,2025-07-25,True
ENR8056,2025-08-01,True
ENR8057,2024-10-08,True
ENR8057,2024-10-15,True
ENR8057,2024-10-22,True
ENR8057,2024-10-29,True
ENR8057,2024-11-05,True
ENR8057,2024-11-12,True
ENR8057,2024-11-19,True
ENR8057,2024-11-26,True
ENR8057,2024-12-03,True
ENR8057,2024-12-10,True
ENR8057,2024-12-17,True
ENR8058,2024-12-04,True
ENR8058,2024-12-11,True
ENR8058,2024-12-18,True
ENR8058,2024-12-25,True
ENR8058,2025-01-01,True
ENR8058,2025-01-08,True
ENR8058,2025-01-15,True
ENR8058,2025-01-22,True
ENR8058,2025-01-29,True
ENR8058,2025-02-05,True
ENR8058,2025-02-12,True
ENR8058,2025-02-19,True
ENR8058,2025-02-26,True
ENR8059,2025-01-19,True
ENR8059,2025-01-26,True
ENR8059,2025-02-02,True
ENR8059,2025-02-09,True
ENR8059,2025-02-16,True
ENR8059,2025-02-23,True
ENR8059,2025-03-02,True
ENR8059,2025-03-09,True
ENR8059,2025-03-16,True
ENR8059,2025-03-23,True
ENR8059,2025-03-30,True
ENR8059,2025-04-06,False
ENR8060,2024-10-30,True
ENR8060,2024-11-06,True
ENR8060,2024-11-13,True
ENR8060,2024-11-20,True
ENR8060,2024-11-27,True
ENR8060,2024-12-04,True
ENR8060,2024-12-11,True
ENR8060,2024-12-18,True
ENR8060,2024-12-25,True
ENR8060,2025-01-01,True
ENR8060,2025-01-08,False
ENR8060,2025-01-15,True
ENR8060,2025-01-22,False
ENR8060,2025-01-29,False
ENR8060,2025-02-05,True
ENR8061,2024-10-25,True
ENR8061,2024-11-01,True
ENR8061,2024-11-08,True
ENR8061,2024-11-15,True
ENR8061,2024-11-22,True
ENR8061,2024-11-29,True
ENR8061,2024-12-06,True
ENR8061,2024-12-13,True
ENR8061,2024-12-20,True
ENR8061,2024-12-27,True
ENR8061,2025-01-03,True
ENR8062,2024-12-16,True
ENR8062,2024-12-23,True
ENR8062,2024-12-30,True
ENR8062,2025-01-06,True
ENR8062,2025-01-13,True
ENR8062,2025-01-20,True
ENR8062,2025-01-27,True
ENR8062,2025-02-03,True
ENR8062,2025-02-10,True
ENR8062,2025-02-17,False
ENR8062,2025-02-24,True
ENR8062,2025-03-03,True
ENR8062,2025-03-10,True
ENR8063,2025-06-14,True
ENR8063,2025-06-21,True
ENR8063,2025-06-28,True
ENR8063,2025-07-05,True
ENR8063,2025-07-12,True
ENR8063,2025-07-19,True
ENR8063,2025-07-26,True
ENR8063,2025-08-02,False
ENR8063,2025-08-09,True
ENR8063,2025-08-16,True
ENR8063,2025-08-23,True
ENR8064,2025-04-01,True
ENR8064,2025-04-08,True
ENR8064,2025-04-15,True
ENR8064,2025-04-22,True
ENR8064,2025-04-29,True
ENR8064,2025-05-06,True
ENR8064,2025-05-13,True
ENR8064,2025-05-20,True
ENR8064,2025-05-27,True
ENR8064,2025-06-03,False
ENR8065,2024-11-25,True
ENR8065,2024-12-02,True
ENR8065,2024-12-09,False
ENR8065,2024-12-16,True
ENR8065,2024-12-23,True
ENR8065,2024-12-30,True
ENR8065,2025-01-06,True
ENR8065,2025-01-13,True
ENR8065,2025-01-20,True
ENR8065,2025-01-27,True
ENR8065,2025-02-03,True
ENR8065,2025-02-10,True
ENR8065,2025-02-17,True
ENR8065,2025-02-24,True
ENR8066,2025-03-01,True
ENR8066,2025-03-08,True
ENR8066,2025-03-15,True
ENR8066,2025-03-22,True
ENR8066,2025-03-29,True
ENR8066,2025-04-05,True
ENR8066,2025-04-12,True
ENR8066,2025-04-19,True
ENR8066,2025-04-26,True
ENR8066,2025-05-03,True
ENR8066,2025-05-10,True
ENR8066,2025-05-17,True
ENR8067,2025-02-28,True
ENR8067,2025-03-07,True
ENR8067,2025-03-14,True
ENR8067,2025-03-21,True
ENR8067,2025-03-28,True
ENR8067,2025-04-04,True
ENR8067,2025-04-11,True
ENR8067,2025-04-18,True
ENR8067,2025-04-25,True
ENR8067,2025-05-02,True
ENR8068,2025-02-12,True
ENR8068,2025-02-19,True
ENR8068,2025-02-26,True
ENR8068,2025-03-05,True
ENR8068,2025-03-12,True
ENR8068,2025-03-19,True
ENR8068,2025-03-26,True
ENR8068,2025-04-02,True
ENR8068,2025-04-09,True
ENR8068,2025-04-16,True
ENR8068,2025-04-23,True
ENR8068,2025-04-30,True
ENR8069,2024-12-05,True
ENR8069,2024-12-12,False
ENR8069,2024-12-19,True
ENR8069,2024-12-26,True
ENR8069,2025-01-02,False
ENR8069,2025-01-09,True
ENR8069,2025-01-16,True
ENR8069,2025-01-23,True
ENR8069,2025-01-30,True
ENR8070,2024-09-03,True
ENR8070,2024-09-10,True
ENR8070,2024-09-17,True
ENR8070,2024-09-24,True
ENR8070,2024-10-01,True
ENR8070,2024-10-08,True
ENR8070,2024-10-15,True
ENR8070,2024-10-22,True
ENR8070,2024-10-29,True
ENR8070,2024-11-05,True
ENR8070,2024-11-12,True
ENR8070,2024-11-19,False
ENR8070,2024-11-26,False
ENR8070,2024-12-03,False
ENR8071,2025-03-24,True
ENR8071,2025-03-31,True
ENR8071,2025-04-07,True
ENR8071,2025-04-14,False
ENR8071,2025-04-21,True
ENR8071,2025-04-28,True
ENR8071,2025-05-05,True
ENR8071,2025-05-12,True
ENR8071,2025-05-19,False
ENR8071,2025-05-26,True
ENR8071,2025-06-02,True
ENR8071,2025-06-09,True
ENR8072,2025-04-30,True
ENR8072,2025-05-07,True
ENR8072,2025-05-14,True
ENR8072,2025-05-21,True
ENR8072,2025-05-28,True
ENR8072,2025-06-04,True
ENR8072,2025-06-11,True
ENR8072,2025-06-18,True
ENR8072,2025-06-25,True
ENR8072,2025-07-02,True
ENR8072,2025-07-09,True
ENR8072,2025-07-16,True
ENR8073,2025-03-02,False
ENR8073,2025-03-09,True
ENR8073,2025-03-16,True
ENR8073,2025-03-23,True
ENR8073,2025-03-30,True
ENR8073,2025-04-06,True
ENR8073,2025-04-13,True
ENR8073,2025-04-20,False
ENR8073,2025-04-27,True
ENR8074,2025-02-13,True
ENR8074,2025-02-20,True
ENR8074,2025-02-27,True
ENR8074,2025-03-06,True
ENR8074,2025-03-13,True
ENR8074,2025-03-20,True
ENR8074,2025-03-27,True
ENR8074,2025-04-03,True
ENR8074,2025-04-10,True
ENR8074,2025-04-17,True
ENR8074,2025-04-24,True
ENR8075,2025-01-30,True
ENR8075,2025-02-06,True
ENR8075,2025-02-13,False
ENR8075,2025-02-20,True
ENR8075,2025-02-27,False
ENR8075,2025-03-06,True
ENR8075,2025-03-13,True
ENR8075,2025-03-20,True
ENR8075,2025-03-27,True
ENR8075,2025-04-03,False
ENR8076,2025-05-24,True
ENR8076,2025-05-31,True
ENR8076,2025-06-07,True
ENR8076,2025-06-14,True
ENR8076,2025-06-21,True
ENR8076,2025-06-28,True
ENR8076,2025-07-05,True
ENR8076,2025-07-12,True
ENR8076,2025-07-19,True
ENR8076,2025-07-26,True
ENR8076,2025-08-02,True
ENR8076,2025-08-09,True
ENR8076,2025-08-16,True
ENR8077,2025-01-18,True
ENR8077,2025-01-25,True
ENR8077,2025-02-01,False
ENR8077,2025-02-08,True
ENR8077,2025-02-15,True
ENR8077,2025-02-22,True
ENR8077,2025-03-01,True
ENR8077,2025-03-08,True
ENR8077,2025-03-15,True
ENR8077,2025-03-22,False
ENR8077,2025-03-29,True
ENR8078,2025-05-02,True
ENR8078,2025-05-09,True
ENR8078,2025-05-16,True
ENR8078,2025-05-23,True
ENR8078,2025-05-30,True
ENR8078,2025-06-06,True
ENR8078,2025-06-13,True
ENR8078,2025-06-20,True
ENR8078,2025-06-27,True
ENR8078,2025-07-04,False
ENR8078,2025-07-11,True
ENR8079,2025-04-26,True
ENR8079,2025-05-03,True
ENR8079,2025-05-10,False
ENR8079,2025-05-17,True
ENR8079,2025-05-24,True
ENR8079,2025-05-31,True
ENR8079,2025-06-07,False
ENR8079,2025-06-14,False
ENR8079,2025-06-21,True
ENR8080,2025-03-30,True
ENR8080,2025-04-06,True
ENR8080,2025-04-13,True
ENR8080,2025-04-20,True
ENR8080,2025-04-27,True
ENR8080,2025-05-04,True
ENR8080,2025-05-11,False
ENR8080,2025-05-18,True
ENR8080,2025-05-25,True
ENR8080,2025-06-01,True
ENR8081,2024-12-26,True
ENR8081,2025-01-02,True
ENR8081,2025-01-09,True
ENR8081,2025-01-16,True
ENR8081,2025-01-23,True
ENR8081,2025-01-30,True
ENR8081,2025-02-06,False
ENR8081,2025-02-13,True
ENR8081,2025-02-20,True
ENR8081,2025-02-27,True
ENR8081,2025-03-06,True
ENR8081,2025-03-13,True
ENR8081,2025-03-20,True
ENR8082,2024-09-10,True
ENR8082,2024-09-17,True
ENR8082,2024-09-24,True
ENR8082,2024-10-01,True
ENR8082,2024-10-08,True
ENR8082,2024-10-15,True
ENR8082,2024-10-22,False
ENR8082,2024-10-29,True
ENR8082,2024-11-05,True
ENR8082,2024-11-12,True
ENR8082,2024-11-19,True
ENR8082,2024-11-26,True
ENR8082,2024-12-03,True
ENR8082,2024-12-10,True
ENR8083,2024-11-10,True
ENR8083,2024-11-17,True
ENR8083,2024-11-24,True
ENR8083,2024-12-01,True
ENR8083,2024-12-08,True
ENR8083,2024-12-15,True
ENR8083,2024-12-22,True
ENR8083,2024-12-29,True
ENR8084,2024-12-28,True
ENR8084,2025-01-04,True
